N,S,repairers,seed,crash_time,crashed,repairer_utilization,average_repair_queue,average_good_machines,analytic_crash_time
8,3,3,1860,50000.0,false,0.026786690575599063,0.0,10.919639928273163,163096.87499989988
8,3,3,1861,50000.0,false,0.026666651243096435,0.0,10.920000046270744,163096.87499989988
8,3,3,1862,50000.0,false,0.027505629956182723,0.0,10.917483110131444,163096.87499989988
8,3,3,1863,13806.074819581394,true,0.026633283801783137,0.0,10.920100148594678,163096.87499989988
8,3,3,1864,50000.0,false,0.02606208129054802,0.0,10.921813756128333,163096.87499989988
8,3,3,1865,50000.0,false,0.026558562315901472,0.0,10.92032431305227,163096.87499989988
8,3,3,1866,50000.0,false,0.026947472718572972,0.0,10.919157581844319,163096.87499989988
8,3,3,1867,50000.0,false,0.02635314431442211,0.0,10.920940567056741,163096.87499989988
8,3,3,1868,39335.04385205803,true,0.027436503522605276,0.0,10.917690489432204,163096.87499989988
8,3,3,1869,16201.239538675394,true,0.02565747930924189,0.0,10.923027562072258,163096.87499989988
10,3,1,2010,4910.389809682891,true,0.09744508166771611,0.008352810498244654,12.89420210783405,12339.99999999653
10,3,1,2011,11978.217152357109,true,0.09948369375764453,0.012130194559970888,12.888386111682344,12339.99999999653
10,3,1,2012,17954.531439387934,true,0.10108592467341374,0.009558914833018517,12.88935516049355,12339.99999999653
10,3,1,2013,11143.552377451602,true,0.09817416716039258,0.008800647341467304,12.893025185498121,12339.99999999653
10,3,1,2014,2687.8253773789156,true,0.09575723615656691,0.00895353972754438,12.895289224115892,12339.99999999653
10,3,1,2015,6312.1948198037635,true,0.09406512700869506,0.008197614182965674,12.897737258808345,12339.99999999653
10,3,1,2016,24966.147153600905,true,0.10075379082975941,0.012142931122821738,12.88710327804742,12339.99999999653
10,3,1,2017,20592.496596425226,true,0.09739136727656858,0.01109636117354983,12.891512271549857,12339.99999999653
10,3,1,2018,1073.8375322410766,true,0.08982211114579301,0.010666687731506813,12.899511201122701,12339.99999999653
10,3,1,2019,16017.469465454698,true,0.08945788989709365,0.007565815707004607,12.902976294395891,12339.99999999653
10,3,1,2020,8618.445535104818,true,0.09751752473520284,0.010797613207360343,12.891684862057446,12339.99999999653
10,3,1,2021,5114.84732136924,true,0.09665620261282683,0.012394553269680609,12.890949244117493,12339.99999999653
10,3,1,2022,13994.262776863474,true,0.10344736105836687,0.01295467751309122,12.883597961428574,12339.99999999653
10,3,1,2023,24789.61882194644,true,0.09821036683403683,0.010165281117863181,12.891624352048119,12339.99999999653
10,3,1,2024,326.953854261785,true,0.11228336568496541,0.023467310523935518,12.864249323791105,12339.99999999653
10,3,1,2025,641.5696949911245,true,0.07589146795505844,0.005855804863523078,12.91825272718142,12339.99999999653
10,3,1,2026,3387.594046287811,true,0.08563290398854734,0.008702925788650858,12.905664170222796,12339.99999999653
10,3,1,2027,34637.6126304496,true,0.10192484660678632,0.010862762224412532,12.88721239116882,12339.99999999653
10,3,1,2028,21178.95553814367,true,0.10083703364628475,0.013136702839577123,12.886026263514179,12339.99999999653
10,3,1,2029,9851.425787298329,true,0.09626849070911621,0.006745659061473184,12.896985850229402,12339.99999999653
10,3,1,2030,26647.61561379836,true,0.0988279210769454,0.009716765235248705,12.891455313687727,12339.99999999653
10,3,1,2031,6466.769022283516,true,0.09370048329882023,0.008342392549648178,12.897957124151532,12339.99999999653
10,3,1,2032,26912.520565558505,true,0.10185395978207593,0.012418590543401008,12.885727449674478,12339.99999999653
10,3,1,2033,11392.231597074948,true,0.10113080274338178,0.009488459939664821,12.889380737316937,12339.99999999653
10,3,1,2034,7051.249702052112,true,0.09614361755041824,0.011336523523213349,12.892519858926379,12339.99999999653
10,3,1,2035,6445.413301631658,true,0.1006157921930226,0.013744493924299878,12.88563971388266,12339.99999999653
