t,S,I,R
7.95349517183833,716,198,86
7.959482189775096,715,199,86
7.962186410096127,714,200,86
7.976747422392028,713,201,86
8.001128400816437,713,200,87
8.031978974292883,712,201,87
8.035180203197774,712,200,88
8.05529146437718,711,201,88
8.078758729436286,710,202,88
8.082513386059777,709,203,88
8.102050847371215,708,204,88
8.140111101889437,707,205,88
8.149901362171908,706,206,88
8.154256213918783,705,207,88
8.160138006816325,705,206,89
8.182782813499967,704,207,89
8.201348683986803,703,208,89
8.21755009878127,702,209,89
8.234738172780586,701,210,89
8.26085493797189,700,211,89
8.262123154883291,699,212,89
8.26788871854531,698,213,89
8.268442940079984,698,212,90
8.27107038829858,697,213,90
8.272439471233588,697,212,91
8.296714984599422,697,211,92
8.309864613916208,696,212,92
8.320569832685928,695,213,92
8.325567719621448,694,214,92
8.326916313856572,694,213,93
8.336596678335276,693,214,93
8.34397287859402,692,215,93
8.350083985759204,691,216,93
8.371328072195656,690,217,93
8.391780904652878,690,216,94
8.415588458822045,689,217,94
8.41967371522993,689,216,95
8.425963891092717,689,215,96
8.438939864531896,689,214,97
8.497137092069199,689,213,98
8.49868721745245,688,214,98
8.500758278856212,687,215,98
8.502116804996488,686,216,98
8.516212330069763,685,217,98
8.516464243886091,685,216,99
8.519486936464107,684,217,99
8.557376518205565,683,218,99
8.597355112779262,682,219,99
8.603355618090761,682,218,100
8.612002653554619,681,219,100
8.62112562235952,680,220,100
8.633763715041209,679,221,100
8.643085772699939,679,220,101
8.677473530933181,678,221,101
8.67769438222462,677,222,101
8.739474529364422,677,221,102
8.740248527846774,676,222,102
8.74636287254963,675,223,102
8.759575106754559,675,222,103
8.762483328776376,675,221,104
8.764875086898064,674,222,104
8.765800458324945,674,221,105
8.792338287149748,673,222,105
8.796818171354985,672,223,105
8.803073297607996,671,224,105
8.812375800048367,670,225,105
8.824285931495359,669,226,105
8.836820375629054,669,225,106
8.838567845827816,668,226,106
8.838959614357972,668,225,107
8.840958979594202,667,226,107
8.852637807472568,666,227,107
8.861553528255527,665,228,107
8.863937185888846,664,229,107
8.875970959533808,664,228,108
8.878960778457056,663,229,108
8.87954117161972,663,228,109
8.888365526788299,662,229,109
8.920344594418205,661,230,109
8.92658170327958,660,231,109
8.9299407928932,659,232,109
8.93043437302197,658,233,109
8.939693118148856,658,232,110
8.947151093909556,657,233,110
8.94844168344262,657,232,111
8.951413622653508,657,231,112
8.972565007930703,656,232,112
8.973212809837374,655,233,112
8.978476304439804,654,234,112
8.983079203985024,653,235,112
8.994256891522385,652,236,112
8.994817593985866,651,237,112
8.996675669203526,651,236,113
9.000793539713932,651,235,114
9.011834837905926,650,236,114
9.014425105186856,650,235,115
9.023785929878047,649,236,115
9.025205989699092,648,237,115
9.028563985780831,647,238,115
9.032257745641097,646,239,115
9.035256022547664,645,240,115
9.037605595037805,644,241,115
9.04801039670423,643,242,115
9.049369797521361,642,243,115
9.066516232969507,642,242,116
9.067090353940495,641,243,116
9.087040681299687,640,244,116
9.093852193250406,639,245,116
9.098760227619525,638,246,116
9.099823948224943,637,247,116
9.10701558923433,637,246,117
9.107512586868758,637,245,118
9.11629349607636,636,246,118
9.123737995040862,635,247,118
9.129199625894321,635,246,119
9.137938418997747,634,247,119
9.147332565723135,633,248,119
9.153346606211347,632,249,119
9.158550887557945,631,250,119
9.1792428837998,630,251,119
9.179517025135139,629,252,119
9.180697349219074,628,253,119
9.181747951694955,627,254,119
9.185495238766865,627,253,120
9.193574656429632,627,252,121
9.206761492194225,626,253,121
9.241772697304242,625,254,121
9.246218300963744,624,255,121
9.268779033242813,624,254,122
9.283322402570574,623,255,122
9.286778447770141,623,254,123
9.293093016221091,622,255,123
9.29956637954488,622,254,124
