t,S,E,I,R
34.890361941630594,367,30,75,528
34.914643089419656,367,30,74,529
34.92358816394071,367,30,73,530
34.92369654001989,366,31,73,530
34.975350486166434,366,31,72,531
35.01634692943529,366,30,73,531
35.07939743618401,366,30,72,532
35.131318270252606,366,30,71,533
35.133425365505325,365,31,71,533
35.152517738864546,365,31,70,534
35.15867359434631,365,31,69,535
35.166522443283114,365,30,70,535
35.18480621588264,365,30,69,536
35.211940848294425,365,29,70,536
35.21353716672419,365,29,69,537
35.224254578065405,364,30,69,537
35.22581635312576,363,31,69,537
35.25209153669569,363,30,70,537
35.274460415147864,362,31,70,537
35.28801632938268,361,32,70,537
35.323820846856236,361,31,71,537
35.34083514010581,361,31,70,538
35.35201899145064,361,31,69,539
35.388753773724936,361,30,70,539
35.409705637669674,361,30,69,540
35.44702775628563,361,30,68,541
35.44853993906005,360,31,68,541
35.47920614693573,360,30,69,541
35.53732096122793,360,30,68,542
35.62032844320312,360,30,67,543
35.626015686469586,360,30,66,544
35.63267907404851,360,29,67,544
35.65245790388116,360,28,68,544
35.6772081840781,360,27,69,544
35.702335391634946,360,27,68,545
35.72422242383347,360,27,67,546
35.73905555482436,359,28,67,546
35.75873499086335,358,29,67,546
35.79184959640038,358,28,68,546
35.80081063816899,357,29,68,546
35.810279533744115,357,29,67,547
35.82645263674638,357,28,68,547
35.82801644452869,357,28,67,548
35.84532047086968,356,29,67,548
35.95394795987791,355,30,67,548
35.96894017358868,354,31,67,548
36.09656933262291,353,32,67,548
36.10898583140217,353,31,68,548
36.10958441806364,352,32,68,548
36.139531593716406,352,31,69,548
36.15402516896252,352,31,68,549
36.157526837861234,351,32,68,549
36.196365244884305,351,32,67,550
36.29567463764533,351,31,68,550
36.302581376439036,351,30,69,550
36.305076843639895,350,31,69,550
36.32752939525558,350,30,70,550
36.35358644667655,350,30,69,551
36.36042569514503,350,29,70,551
36.36158904902131,350,28,71,551
36.370901322465535,350,27,72,551
36.37318835914203,350,27,71,552
36.376655982759296,349,28,71,552
36.40506363456155,348,29,71,552
36.42541884444084,347,30,71,552
36.457266583126064,347,30,70,553
36.46480542646591,347,30,69,554
36.47525877657479,347,30,68,555
36.49743419992701,347,30,67,556
36.51382196324085,347,30,66,557
36.52511527818529,346,31,66,557
36.53647025825135,345,32,66,557
36.59879037832856,345,31,67,557
36.607555870945134,345,30,68,557
36.61315699195553,345,29,69,557
36.64690114421461,345,29,68,558
36.659422289978565,345,29,67,559
36.69801106580872,345,28,68,559
36.75024782960909,345,28,67,560
36.76217422601056,345,27,68,560
36.76969571899871,344,28,68,560
36.77004664878929,344,28,67,561
36.771386239646375,344,28,66,562
36.815205160954626,344,27,67,562
36.84896637368265,343,28,67,562
36.8504915470394,343,28,66,563
36.876948083399355,342,29,66,563
36.913600565611944,342,29,65,564
36.91731395537554,342,29,64,565
36.93588284953841,342,28,65,565
36.94386487242839,342,28,64,566
36.97613209874132,342,28,63,567
36.986958407676255,342,28,62,568
37.00434264526422,342,28,61,569
37.00634419851946,341,29,61,569
37.01269657447547,340,30,61,569
37.02188902674667,340,30,60,570
37.03752037670438,340,29,61,570
37.06020502483747,340,29,60,571
37.067372851887114,340,29,59,572
37.07427521568415,340,29,58,573
37.07872001119115,340,28,59,573
37.11477354492897,340,28,58,574
37.124986882811086,340,27,59,574
37.125783997138484,340,26,60,574
37.18257375361903,340,25,61,574
37.2618734644471,340,25,60,575
37.29527337639544,340,25,59,576
37.34879472174679,340,25,58,577
37.36388994584284,340,25,57,578
37.43662593025168,340,24,58,578
37.498511757379326,339,25,58,578
37.5129946876082,339,24,59,578
37.62092314117296,339,24,58,579
37.70830411174376,339,23,59,579
37.73505720828486,339,23,58,580
37.78727227147126,339,23,57,581
37.81968902997173,338,24,57,581
37.838541807065376,338,24,56,582
37.845652917224896,338,23,57,582
37.871512938325175,338,23,56,583
37.883426632097745,338,22,57,583
37.93062543885765,338,22,56,584
37.95239238226872,337,23,56,584
37.99962301751951,337,22,57,584
38.033314784196385,336,23,57,584
38.05141733015464,335,24,57,584
38.0525096461573,335,24,56,585
38.06398959409583,335,24,55,586
38.0660147115241,335,23,56,586
38.076582884604484,335,23,55,587
38.130774076470026,334,24,55,587
38.15390900771898,333,25,55,587
38.17379787817213,333,25,54,588
38.18969507135566,333,25,53,589
38.25348048288676,332,26,53,589
38.28229022848502,332,25,54,589
38.29396489726696,332,25,53,590
38.29404754997609,331,26,53,590
38.32286524851097,331,26,52,591
38.32866469535531,331,25,53,591
38.32893789522939,331,24,54,591
38.409456800938976,331,24,53,592
38.43609727293851,331,24,52,593
38.502089649510765,330,25,52,593
38.51296720352666,330,24,53,593
38.56547153487449,330,23,54,593
38.57050138980541,330,23,53,594
38.62813260242734,330,23,52,595
38.646259466756064,330,22,53,595
38.662802986578825,329,23,53,595
38.6865641900953,329,23,52,596
38.69685779777137,329,23,51,597
38.70765129154818,329,22,52,597
38.72047766888061,329,21,53,597
38.73428502255492,329,20,54,597
38.800521869760956,329,20,53,598
38.82828761147715,329,20,52,599
38.855503180949924,329,20,51,600
38.93089877993428,328,21,51,600
38.93106857653027,327,22,51,600
38.96090841286262,327,22,50,601
38.98773702578279,327,22,49,602
38.98873373723127,326,23,49,602
38.98900050446224,325,24,49,602
39.014727337040924,325,23,50,602
39.02280873195727,325,23,49,603
39.05052801833671,324,24,49,603
39.133304823300676,324,24,48,604
39.16152996709246,324,24,47,605
39.22264935233833,324,24,46,606
39.2369360175239,323,25,46,606
39.26646054432321,323,24,47,606
39.4232976658181,323,24,46,607
39.42849649550901,323,23,47,607
39.470854350563584,322,24,47,607
39.48319017893574,322,23,48,607
39.51341106284914,322,22,49,607
39.515552157211516,321,23,49,607
39.52081068982884,321,23,48,608
39.55102945034704,320,24,48,608
39.584890886177725,320,23,49,608
39.59300595535578,319,24,49,608
39.616550893816715,319,23,50,608
39.6168380906628,319,23,49,609
39.70902732555624,319,22,50,609
39.718548129156446,319,22,49,610
39.78204587745872,319,22,48,611
39.84929583852139,318,23,48,611
