t,S,I,R
7.786697295966878,503,280,217
7.788986074894679,502,281,217
7.789787386656643,501,282,217
7.793184069515077,500,283,217
7.813036788213983,500,282,218
7.813658358297805,500,281,219
7.820618964041978,499,282,219
7.8222342131214395,498,283,219
7.823336307609046,497,284,219
7.824787456521289,497,283,220
7.826230624311477,496,284,220
7.827981993283656,496,283,221
7.832334493059557,496,282,222
7.847339750554226,495,283,222
7.847489706779198,495,282,223
7.854188730851702,494,283,223
7.86035067598786,494,282,224
7.861295698339531,493,283,224
7.86189943783833,493,282,225
7.86572810485016,493,281,226
7.866038207941504,493,280,227
7.870295876847244,493,279,228
7.886641924773128,493,278,229
7.894849822640646,493,277,230
7.89497359228911,492,278,230
7.895628103059814,491,279,230
7.896996811715366,490,280,230
7.906502961261964,489,281,230
7.907709311931782,488,282,230
7.913047561738394,488,281,231
7.918767732375594,488,280,232
7.934901482505951,487,281,232
7.938816278440706,486,282,232
7.941376839245759,486,281,233
7.94490469945806,485,282,233
7.951692747240605,484,283,233
7.962053293868433,484,282,234
7.970626108620239,483,283,234
7.9765498431505835,482,284,234
7.978756074572818,482,283,235
7.980391812548858,481,284,235
7.980955438327461,480,285,235
7.98674796507104,480,284,236
7.99576313000161,480,283,237
8.002869157433018,479,284,237
8.008798720098335,479,283,238
8.026795722615454,478,284,238
8.033440709209552,477,285,238
8.0351298160515,477,284,239
8.03660075942612,477,283,240
8.041241717594911,476,284,240
8.041973190027088,475,285,240
8.048874692619046,474,286,240
8.052998472565003,473,287,240
8.061451021734882,473,286,241
8.068817701522912,473,285,242
8.069400998503001,472,286,242
8.081491074368351,472,285,243
8.081568158308974,472,284,244
8.082082054890012,471,285,244
8.08667873659255,470,286,244
8.091748227377947,469,287,244
8.092501062997327,469,286,245
8.093919786458207,468,287,245
8.103690979970867,467,288,245
8.107875021388763,467,287,246
8.1118142912932,467,286,247
8.112748529957706,466,287,247
8.114843038769447,465,288,247
8.117049447592434,465,287,248
8.133514820455577,464,288,248
8.144761998472985,463,289,248
8.159037639158457,463,288,249
8.165952024568073,462,289,249
8.170351844107298,462,288,250
8.173545272400663,462,287,251
8.178205603613794,462,286,252
8.200246503058512,461,287,252
8.210085207080656,460,288,252
8.214750233368372,459,289,252
8.215610878458824,458,290,252
8.216269029573594,457,291,252
8.217829283959311,457,290,253
8.237090716042568,456,291,253
8.242053555323379,455,292,253
8.243567412724609,454,293,253
8.252679009732514,454,292,254
8.25361048833721,454,291,255
8.258301587196275,454,290,256
8.269587577831498,453,291,256
8.270096999218941,453,290,257
8.27233822556118,453,289,258
8.272399220865765,453,288,259
8.28178318409108,452,289,259
8.282924634594114,452,288,260
8.284346644659752,451,289,260
8.28487101285882,450,290,260
8.29740230262561,450,289,261
